Lateral Profiles,,,,,,,,,,,,,,,,,,,,
Wedge 60,,,,,,,,,,,,,,,,,,,,
SSD=100cm,,,,,,,,,,,,,,,,,,,,
Scanning direction: Crossline,,,,,,,,,,,,,,,,,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,,,,,,,,,,,,,,,,,
,Dose[%],,,,Dose[%],,,,Dose[%],,,,Dose[%],,,,Dose[%],,,
Off axis position [cm],Depth:1.5 cm FieldSize:4x4 cm2,Depth:1.5 cm FieldSize:10x10 cm2,Depth:1.5 cm FieldSize:15x15 cm2,Depth:1.5 cm FieldSize:40x15 cm2,Depth:5 cm FieldSize:4x4 cm2,Depth:5 cm FieldSize:10x10 cm2,Depth:5 cm FieldSize:15x15 cm2,Depth:5 cm FieldSize:40x15 cm2,Depth:10 cm FieldSize:4x4 cm2,Depth:10 cm FieldSize:10x10 cm2,Depth:10 cm FieldSize:15x15 cm2,Depth:10 cm FieldSize:40x20 cm2,Depth:20 cm FieldSize:4x4 cm2,Depth:20 cm FieldSize:10x10 cm2,Depth:20 cm FieldSize:15x15 cm2,Depth:20 cm FieldSize:40x15 cm2,Depth:30 cm FieldSize:4x4 cm2,Depth:30 cm FieldSize:10x10 cm2,Depth:30 cm FieldSize:15x15 cm2,Depth:30 cm FieldSize:40x15 cm2
-14.7,,,,,,,,,,,,,,,,,,,15.433333333333334,21.275000000000002
-14.6,,,,,,,,,,,,,,,,,,,15.75,21.575000000000003
-14.5,,,,,,,,,,,,,,,,,,,16.033333333333335,21.75
-14.4,,,,,,,,,,,,,,,,,,,16.233333333333334,22
-14.3,,,,,,,,,,,,,,,,,,,16.4,22.3
-14.2,,,,,,,,,,,,,,,,,,,16.62,22.550000000000004
-14.1,,,,,,,,,,,,,,,,,,,16.866666666666667,22.9
-14,,,,,,,,,,,,,,,,,,,17.1,23.166666666666668
-13.9,,,,,,,,,,,,,,,12.4,17.519174999999997,,,17.466666666666665,23.4
-13.8,,,,,,,,,,,,,,,12.566666666666666,17.719099999999997,,,17.8,23.7
-13.7,,,,,,,,,,,,,,,12.75,17.894,,,18.080000000000002,24
-13.6,,,,,,,,,,,,,,,12.975000000000001,18.2139,,,18.3,24.366666666666667
-13.5,,,,,,,,,,,,,,,13.124999999999998,18.3939,,,18.566666666666666,24.7
-13.4,,,,,,,,,,,,,,,13.375000000000002,18.5938,,,19,24.866666666666667
-13.3,,,,,,,,,,,,,,,13.6,18.8937,,,19.1,25.1
-13.2,,,,,,,,,,,8.6,12.9,,,13.9,19.1436,,,19.4,25.5
-13.1,,,,,,,,,,,8.7,13.149999999999999,,,14.149999999999999,19.2936,,,19.533333333333335,25.8
-13,,,,,,,,,,,8.924999999999999,13.325,,,14.350000000000001,19.4935,,,19.749999999999996,26.05
-12.9,,,,,,,,,,,9.1,13.475000000000001,,,14.6,19.7934,,,20.075000000000003,26.46
-12.8,,,,,,,6.9,11,,,9.224999999999998,13.6,,,14.724999999999998,20.0733,,,20.54,26.833333333333332
-12.7,,,,,,,7.024999999999999,11.1,,,9.333333333333332,13.8,,,15.1,20.4182,,,20.950000000000003,27.175
-12.6,,,6.4,,,,7.15,11.26666666666667,,,9.55,14,,,15.24,20.668100000000003,,,21.4,27.46666666666667
-12.5,,,6.424999999999999,10.424999999999999,,,7.25,11.4,,,9.75,14.149999999999999,,,15.55,20.918,,,21.6,27.73333333333333
-12.4,,,6.566666666666668,10.6,,,7.4,11.5,,,9.95,14.3,,,15.825,21.14295,,,21.96666666666667,28.4
-12.3,,,6.6,10.7,,,7.5,11.7,,,10.1,14.6,,,16.150000000000002,21.4928,,,22.35,28.675
-12.2,,,6.719999999999999,10.8,,,7.6,11.8,,,10.3,14.8,,,16.5,21.9127,,,22.7,29.03333333333333
-12.1,,,6.8199999999999985,10.9,,,7.8,11.95,,,10.55,14.95,,,16.775000000000002,22.1426,,,23.133333333333333,29.4
-12,,,6.95,11.1,,,7.9,12.1,,,10.73333333333333,15.3,,,17.050000000000004,22.4925,,,23.5,29.724999999999998
-11.9,,,7.024999999999999,11.2,,,8.05,12.23333333333333,,,10.9,15.466666666666663,,,17.375,22.89235,,,23.749999999999996,30.1
-11.8,,,7.1,11.224999999999998,,,8.23333333333333,12.38,,,11.1,15.724999999999998,,,17.8,23.1923,,,24.23333333333333,30.6
-11.7,,,7.3,11.375000000000002,,,8.3,12.624999999999998,,,11.349999999999998,15.924999999999999,,,18.050000000000004,23.55883333333333,,,24.76666666666667,30.975
-11.6,,,7.4,11.533333333333331,,,8.4,12.8,,,11.6,16.175,,,18.433333333333337,23.992,,,25.23333333333333,31.366666666666667
-11.5,,,7.5,11.666666666666668,,,8.624999999999998,12.975000000000001,,,11.825,16.525,,,18.9,24.3919,,,25.85,31.8
-11.4,,,7.580000000000001,11.82,,,8.8,13.1,,,12,16.76666666666667,,,19.25,24.67176,,10.4,26.266666666666662,32.3
-11.3,,,7.7,12.05,,,9,13.3,,,12.375000000000002,17,,,19.75,25.041625000000003,,10.5,26.775000000000002,32.8
-11.2,,,7.824999999999999,12.2,,,9.2,13.466666666666669,,,12.6,17.26666666666667,,,20.03333333333333,25.4915,,10.7,27.166666666666664,33.400000000000006
-11.1,,,7.975000000000001,12.3,,,9.350000000000001,13.7,,,12.839999999999998,17.5,,,20.5,25.866400000000002,,10.9,27.65,34
-11,,,8.1,12.45,,,9.5,13.95,,,13.149999999999999,17.7,,,20.85,26.32456666666667,,11.175,28.299999999999994,34.5
-10.9,,,8.3,12.7,,,9.7,14.2,,,13.5,18.1,,7.9,21.36,26.6911,,11.3,29,35.225
-10.8,,,8.4,12.8,,,9.9,14.4,,,13.68,18.5,,7.933333333333332,21.749999999999996,27.140974999999997,,11.424999999999999,29.766666666666673,35.8
-10.7,,,8.575000000000001,12.95,,,10.124999999999998,14.6,,,14.133333333333336,18.8,,8.1,22.175,27.5908,,11.6,30.7,36.55
-10.6,,,8.7,13.149999999999999,,,10.3,14.766666666666664,,,14.466666666666669,19.080000000000002,,8.3,22.674999999999997,28.1906,,11.8,31.7,37.60000000000001
-10.5,,,8.866666666666669,13.333333333333332,,,10.55,15,,,14.73333333333333,19.5,,8.45,23.35,28.59045,,11.9,33.23333333333333,38.8
-10.4,,,9.1,13.5,,,10.8,15.275000000000002,,5.3,15.124999999999998,19.833333333333332,,8.6,23.775,29.165274999999998,,12.2,35.00000000000001,40.500000000000014
-10.3,,,9.23333333333333,13.7,,,11.05,15.5,,5.4,15.45,20.15,,8.75,24.35,29.7901,,12.4,37.73333333333331,42.849999999999994
-10.2,,,9.4,13.875000000000002,,4.2,11.3,15.8,,5.5,15.8,20.650000000000002,,8.9,24.98,30.256566666666668,,12.566666666666668,41.50000000000002,46.3
-10.1,,,9.5,14.024999999999999,,4.2,11.6,16.05,,5.6,16.3,21.03333333333334,,9.1,25.7,31.08965,,12.850000000000001,47.60000000000003,51.80000000000002
-10,,3.9,9.7,14.23333333333333,,4.3,11.833333333333332,16.3,,5.7,16.700000000000003,21.35,,9.2,26.549999999999997,31.822733333333336,,13.1,55.974999999999966,59.16666666666672
-9.9,,3.9,10,14.45,,4.3,12.175,16.666666666666668,,5.8,17.1,21.925000000000004,,9.3,27.6,32.739050000000006,,13.25,67.00000000000007,69
-9.8,,4,10.14,14.666666666666668,,4.4,12.45,16.96666666666667,,5.9,17.6,22.333333333333332,,9.45,28.75,34.0886,,13.5,79.92499999999995,81.1
-9.7,,4,10.366666666666669,14.9,,4.5,12.850000000000001,17.3,,6,18.15,22.833333333333332,,9.666666666666668,30.4,35.33825,,13.75,93.81999999999994,92.57500000000003
-9.6,,4.1,10.524999999999999,15.1,,4.6,13.124999999999998,17.6,,6.1,18.7,23.233333333333338,,9.9,32.580000000000005,37.437524999999994,,13.850000000000001,106.29999999999997,104.89999999999996
-9.5,,4.1,10.8,15.325,,4.6,13.55,18,,6.2,19.299999999999997,23.866666666666664,,10.05,35.725000000000016,40.63642500000001,,14.075000000000001,118.25,115.03999999999995
-9.4,,4.1,11.05,15.6,,4.7,13.950000000000003,18.45,,6.275,19.820000000000004,24.6,,10.2,40.97499999999997,45.58480000000002,,14.433333333333332,127.53333333333337,124
-9.3,,4.2,11.3,15.849999999999998,,4.8,14.424999999999999,18.833333333333336,,6.4,20.674999999999997,25.25,,10.350000000000001,49.17500000000003,53.08227499999997,,14.666666666666668,134.9,129.9
-9.2,,4.2,11.6,16.175,,4.9,14.850000000000001,19.3,,6.5,21.525000000000006,26.025000000000006,,10.624999999999998,61.25,63.19893999999997,,14.95,138.7,133.7
-9.1,,4.3,11.875000000000002,16.43333333333333,,5,15.319999999999999,19.8,,6.6,22.574999999999992,27.124999999999996,,10.875000000000002,75.22500000000005,75.97465,,15.325,141.05,135.85
-9,,4.333333333333332,12.166666666666668,16.8,,5.1,15.8,20.333333333333336,,6.8,24.019999999999996,28.475000000000005,,11.149999999999999,90.5000000000001,90.10329999999995,,15.524999999999999,142.29999999999998,137.1
-8.9,,4.4,12.45,17.1,,5.1,16.549999999999997,20.925000000000004,,6.975000000000001,25.97499999999999,30.366666666666656,,11.366666666666669,105,104.065,,15.8,143.1,137.75
-8.8,,4.524999999999999,12.866666666666669,17.5,,5.2,17.4,21.9,,7.1,28.8,33.17499999999998,,11.633333333333331,119.3,117.061,,16.16,143.4,138.13333333333333
-8.7,,4.624999999999999,13.433333333333337,17.93333333333333,,5.3,18.55,23,,7.3,33.3,37.4,,11.8,131.8,128.20749999999998,,16.52,143.53333333333333,138.2
-8.6,,4.7,13.866666666666664,18.5,,5.4,20.1,24.349999999999994,,7.524999999999999,41.099999999999994,44.2,,12.075000000000001,140.3,136.155,,16.799999999999997,143.6,138.2
-8.5,,4.7,14.666666666666673,19.2,,5.55,22.35,26.47499999999999,,7.7,52.8,55.5,,12.4,146.1,140.753,,17.2,143.525,138.2
-8.4,,4.8,15.7,20.1,,5.6,25.58000000000001,29.8,,7.8,68.94000000000004,70.5,,12.5,148.92000000000002,143.352,,17.5,143.3,138
-8.3,,4.9,17.233333333333324,21.6,,5.8,30.850000000000023,35.29999999999997,,7.919999999999999,86.56000000000009,87.5,,12.9,150.20000000000002,145.052,,18,142.925,137.8
-8.2,,5,19.600000000000012,24,,5.9,40.6,44.13333333333338,,8.149999999999999,105.04999999999994,104.9,,13.4,150.875,145.626,,18.3,142.7,137.6
-8.1,,5.024999999999999,23.666666666666643,27.599999999999966,,6.05,56.34999999999994,57.95,,8.4,122.70000000000006,121.6,,13.566666666666668,151.1,145.851,,18.7,142.53333333333333,137.4
-8,,5.1,30.733333333333384,34.25000000000003,,6.2,75.67500000000007,75.6,,8.6,138.49999999999994,135.54000000000005,,13.95,151.1,145.851,,18.96666666666667,142.3,137.3
-7.9,,5.2,44.3,46.12499999999995,,6.3,94.96666666666658,95.2,,8.8,150.40000000000003,145.82500000000005,,14.3,151.1,145.81766666666667,,19.449999999999996,141.73333333333332,136.85
-7.8,,5.3,61.52500000000006,63.65000000000006,,6.475000000000001,115.3,114.6,,9.066666666666668,157.75,152.825,,14.533333333333331,150.75,145.61766666666668,,20,141.3,136.45
-7.7,,5.424999999999999,84.67499999999993,83.9,,6.7,134.7,132.20000000000005,,9.350000000000001,161,156.45000000000002,,14.950000000000003,150.4,145.18533333333332,,20.56666666666667,141,136.16666666666666
-7.6,,5.575000000000001,106.03333333333345,105.45000000000007,,6.8,150.4,147.5,,9.575000000000001,162.5,157.75,,15.26666666666667,150.06666666666666,145.052,,21.049999999999997,140.63333333333333,135.83333333333334
-7.5,,5.7,128.66666666666657,127.32500000000007,,7,162.0333333333334,157.65000000000003,,9.860000000000003,163.03333333333333,158.26666666666668,,15.73333333333333,149.7,144.68533333333332,4.2,21.9,140.17499999999998,135.46666666666667
-7.4,,5.8,148.7666666666666,145.72499999999994,,7.175000000000001,168.4,163.79999999999998,,10.3,163.1,158.3,2.90097,16.249999999999996,149.2,144.152,4.3,22.6,139.8,135.1
-7.3,,6,164.2,159.2,,7.349999999999998,170.8,166.26666666666668,,10.55,163.05,158.3,3.001,16.7,148.45,143.552,4.3,23.400000000000006,139.17499999999998,134.6
-7.2,,6.1,173.86666666666665,168.60000000000002,,7.6,171.3,167.125,,10.8,162.7,158.1,3.10103,17.250000000000004,147.8,143.052,4.4,24.633333333333344,138.65,134.16666666666666
-7.1,,6.219999999999999,177.60000000000002,172.45,1.50075,7.85,171.4,167.2,1.9,11.1,162,157.55,3.20107,17.7,147.2,142.702,4.5,26.8,138.3,133.76666666666665
-7,1.4,6.35,178.7,173.3,1.50075,8.033333333333331,171.375,167.2,1.9,11.533333333333331,161.44,156.7,3.20107,18.35,146.75,142.203,4.6,29.466666666666683,137.9,133.375
-6.9,1.3,6.54,178.7,173.3,1.50075,8.4,170.9,166.75,1.9,11.933333333333332,160.45,156.02,3.20107,19.2,146.15,141.653,4.75,33,137.5,133.125
-6.8,1.3,6.780000000000001,178.54,173.22,1.50075,8.649999999999999,170.20000000000002,165.8,2,12.366666666666669,159.6,155.29999999999998,3.20107,20.25,145.5,141.053,4.9,38.8,136.9,132.55
-6.7,1.3,6.924999999999999,177.70000000000002,172.5,1.50075,8.933333333333337,169.1,165,2,12.7,159,154.45,3.20107,21.700000000000006,144.8,140.50300000000001,4.9,47.56666666666671,136.22,132.15
-6.6,1.3,7.1,176.25,171.2,1.50075,9.2,168,164,2,13.35,158,153.72500000000002,3.3011,23.700000000000003,144.03333333333333,140.028,4.9,58.4,135.75,131.7
-6.5,1.3,7.3,175,170.06666666666666,1.50075,9.6,166.95,162.85,2.1,13.95,157.3,153.04999999999998,3.40113,26.30000000000001,143.4,139.48666666666668,4.9,69.7,135.06666666666666,131.3
-6.4,1.3,7.6,173.66,168.75,1.50075,9.966666666666667,165.6,161.9,2.1,14.774999999999997,156.3,151.82500000000002,3.50117,30.74999999999998,142.8,138.82066666666665,5,81.4,134.65,130.9
-6.3,1.4,7.859999999999999,172.06666666666666,167.425,1.6008,10.5,164.55,160.7,2.1,15.8,154.8,151.1,3.6012,37.54999999999998,142,138.28733333333335,5,93.83333333333334,134.14999999999998,130.25
-6.2,1.4,8.133333333333333,170.56,166.33333333333334,1.6008,11.149999999999999,163.4,159.3,2.1,17.066666666666666,154.15,150.3,3.70123,47.3,141.55,137.454,5.2,103.6,133.725,129.64999999999998
-6.1,1.4,8.5,169.29999999999998,164.56666666666666,1.6008,12,162.1,158.25,2.2,19.025000000000006,153.2,149.4,3.80127,59.42499999999998,140.7,136.979,5.2,111.6,132.92499999999998,129.2
-6,1.4,9.040000000000001,167.55,163.15,1.6008,13.15,161.025,157.225,2.2,21.6,152.2,148.475,3.9013,72.82500000000002,139.95,136.155,5.3,116.46666666666667,132.32,128.73333333333332
-5.9,1.4333333333333333,9.7,166.1,161.73333333333335,1.70085,14.799999999999999,159.70000000000002,156.1,2.3,26.333333333333332,151.13333333333333,147.45,4.00133,85.92500000000003,139.34,135.455,5.3,119.3,131.775,128.275
-5.8,1.5,10.7,164.79999999999998,160.225,1.70085,16.966666666666665,158.3,154.825,2.4,34.1,150.3,146.6,4.00133,98.35000000000002,138.625,135.055,5.5,121.3,131.1,127.85000000000001
-5.7,1.5,12.3,163,158.95,1.70085,21.066666666666666,157.15,153.3,2.4,45.2,149.43333333333334,145.73333333333335,4.2014,108.99999999999999,137.875,134.23499999999999,5.7,122.1,130.525,127.3
-5.6,1.5,14.7,161.675,157.325,1.70085,27.366666666666667,155.525,152.4,2.5,59.1,148.3,144.6,4.234743333333333,116.7,137,133.45575,5.8,122.46666666666667,129.85,126.75
-5.5,1.5,18.933333333333334,160.04999999999998,156.2,1.8009,37.8,154.75,151.1,2.5,73.94999999999999,147,143.8,4.30143,120.75,136.32500000000002,132.856,5.95,122.6,129.4,126.15
-5.4,1.6,26.7,158.57500000000002,154.8,1.8009,52.06666666666666,153.45,149.975,2.6,89.3,145.83333333333334,142.6,4.40147,123.6,135.60000000000002,132.10600000000002,6.15,122.55,128.725,125.64999999999999
-5.3,1.6,38.575000000000024,156.92499999999998,153.39999999999998,1.8009,68.54999999999997,151.89999999999998,148.79999999999998,2.6500000000000004,102.64000000000003,145.05,141.9,4.5015,125.02000000000001,134.73333333333335,131.456,6.3,122.4,128,125.325
-5.2,1.6,54.14999999999997,155.8,151.95,1.90095,85.32499999999997,150.3,147.55,2.75,113.87499999999999,143.79999999999998,140.7,4.5015,125.55,133.9,130.756,6.4,122.2,127.425,124.75
-5.1,1.6,71.95000000000003,154.25,150.575,2.001,100.9,149.1,146.36666666666665,2.8,122.42500000000001,143.03333333333333,139.8,4.5015,125.7,133.3,130.157,6.35,122.07499999999999,126.8,124.06666666666666
-5,1.6,89.99999999999997,152.60000000000002,149.325,2.001,113.76666666666667,148.04000000000002,145.2,2.9,127.325,142.025,138.95000000000002,4.70157,125.7,132.5,129.30700000000002,6.5,121.8,126.36666666666666,123.5
-4.9,1.7,106.16666666666667,151.2,147.93333333333334,2.10105,124.65,146.8,143.9,3,129.6,140.85,138.07500000000002,4.8016,125.675,131.675,128.657,6.6,121.5,125.7,123
-4.8,1.75,121.42499999999997,149.7,146.45,2.10105,130.54999999999998,145.4,142.8,3.1,130.42499999999998,139.6,137,4.90163,125.325,130.8,127.657,6.7,121.2,125,122.6
-4.7,1.8,130.8,148.3,145.20000000000002,2.2011,133.73333333333332,144.3,141.7,3.2,130.625,138.7,135.975,5.1017,125.03333333333333,130,127.09133333333334,6.9,120.8,124.375,122
-4.6,1.8,136.07999999999998,146.8,143.975,2.30115,134.73333333333332,142.9,140.5,3.3,130.7,137.4,134.84,5.30177,124.56666666666666,129.3,126.42466666666667,7.05,120.2,123.9,121.42
-4.5,1.8,138.3,145.43333333333334,142.5,2.30115,134.9,141.75,139.225,3.4,130.56666666666666,136.39999999999998,133.89999999999998,5.435143333333333,124,128.5,125.858,7.3,119.9,123.4,120.775
-4.4,1.9,138.5,144.20000000000002,141.03333333333333,2.4012,134.85000000000002,140.25,137.875,3.6,130.16666666666666,135.4,132.75,5.60187,123.6,127.58,125.258,7.5,119.65,122.75,120.475
-4.3,1.9,138.5,142.7,139.8,2.50125,134.625,139.225,136.68,3.7,129.70000000000002,134.35,132.1,5.7019,123,126.96000000000001,124.55850000000001,7.7,119.19999999999999,122.3,120.05
-4.2,1.9,138.2,141.3,138.55,2.6013,133.9,137.72,135.53333333333333,3.9,129.1,133.1,130.95,5.935313333333333,122.65,126.325,123.759,7.9,118.76666666666667,121.65,119.675
-4.1,2,137.33333333333331,140.075,137.2,2.70135,133.28,136.55,134.35,4,128.2,132.10000000000002,130.025,6.10203,122.2,125.575,123.309,7.9,118.5,121.3,119.175
-4,2.1,136.6,138.475,135.89999999999998,2.8014,132.5,135.56666666666666,133.35,4.1,127.6,131.3,129.175,6.40213,121.8,124.8,122.584,8.2,118.175,120.75,118.625
-3.9,2.1,135.4,137.1,134.65,2.90145,131.5,134.1,132.15,4.3,126.88,130.2,128.20000000000002,6.6022,121.1,124.1,121.659,8.466666666666667,117.825,120.125,118.2
-3.8,2.2,134,135.63333333333333,133.45,3.0015,130.3,132.79999999999998,131.05,4.45,126.225,129.23333333333332,127.325,6.9023,120.53333333333333,123.4,121.185,8.8,117.45,119.575,117.75
-3.7,2.3,133.26,134.5,132.2,3.2016,129.5,131.63333333333333,129.93333333333334,4.7,125.575,128.3,126.47500000000001,7.10237,120.025,122.76666666666667,120.66,9.149999999999999,117.125,119.05,117.16
-3.6,2.4,131.9,133,130.975,3.30165,128.5,130.56,128.9,4.85,124.75,127.4,125.55000000000001,7.452485,119.65,122.16666666666666,120.06,9.649999999999999,116.77499999999999,118.47500000000001,116.69999999999999
-3.5,2.5,130.83333333333334,131.75,129.9,3.4017,127.9,129.4,128.10000000000002,5.1,124.19999999999999,126.47999999999999,124.8,7.852615,119.26666666666667,121.6,119.59333333333333,10.2,116.4,118.07499999999999,116.4
-3.4,2.5,129.775,130.5,128.6,3.6018,127.1,128.45,127.1,5.3,123.39999999999999,125.8,123.925,8.30277,118.85,120.96666666666667,118.66,11.25,116.1,117.7,115.95
-3.3,2.6,128.6,129.66666666666666,127.7,3.90195,126.225,127.48,126.04,5.65,122.73333333333333,124.825,123.25,8.80293,118.325,120.3,118.36099999999999,12.05,115.55,117.25,115.48
-3.2,2.8,127.83333333333334,128.36666666666667,126.5,4.10205,125.47500000000001,126.6,124.89999999999999,6,122.35,124.075,122.5,9.45315,117.675,119.7,117.761,13.5,115.14999999999999,116.8,115.13333333333333
-3.1,3,126.9,127.44999999999999,125.7,4.552275,124.55,125.65,124.075,6.5,121.8,123.4,121.775,10.5535,117.44,119.1,117.286,15.566666666666668,114.86666666666667,116.3,114.75
-3,3.3,125.9,126.5,124.75,4.90245,123.86,124.75,123.325,7,120.8,122.6,120.96666666666667,11.954,117.125,118.7,116.761,18.5,114.4,115.7,114.23333333333333
-2.9,3.6500000000000004,125.1,125.4,123.97500000000001,5.652825,123.2,123.75,122.425,8.2,120.26666666666667,121.7,120.3,13.9046,116.56666666666666,117.9,116.111,23.8,114,115.26666666666667,113.64999999999999
-2.8,4.15,124.2,124.56666666666666,123.06666666666666,6.553275,122.30000000000001,122.96,121.8,9.6,119.675,120.94999999999999,119.4,17.7059,116.03333333333333,117.45,115.761,30.9,113.63333333333333,114.56,113.175
-2.7,5,123.19999999999999,123.73333333333333,122.13333333333333,8.004,121.6,122,120.94999999999999,11.600000000000001,119,120.1,118.8,22.6075,115.55,116.85000000000001,115.19533333333334,40.4,113.25,113.9,112.85000000000001
-2.6,6.233333333333334,122.36666666666666,122.55,121.24000000000001,10.1051,120.6,121.3,120,15.2,118.46666666666667,119.3,118.08,30.8103,115.05,116.2,114.462,52,112.86666666666667,113.35,112.25
-2.5,8.7,121.4,121.8,120.25,13.65685,120.025,120.4,119.26666666666667,20.3,117.85,118.625,117.375,41.4138,114.5,115.425,113.912,63.8,112.43333333333334,113,111.875
-2.4,12.600000000000001,120.55000000000001,120.66,119.575,19.859949999999998,118.9,119.64,118.5,28.950000000000003,117.1,117.86666666666666,116.725,53.6179,114,114.78,113.41199999999999,74.30000000000001,112.1,112.5,111.55000000000001
-2.3,19.3,119.73333333333333,119.825,118.5,29.4147,118.175,118.675,117.825,40.8,116.65,117.03333333333333,115.9,65.922,113.43333333333334,114.3,112.96199999999999,85.2,111.8,112.14999999999999,111
-2.2,30,118.7,119.3,117.575,41.4207,117.525,117.725,116.975,53.05,115.9,116.4,115.275,77.7259,112.93333333333334,113.55000000000001,112.28800000000001,93.8,111.05,111.57499999999999,110.6
-2.1,43.2,117.9,118,116.85,55.194266666666685,116.7,117.05,116.10000000000001,66.19999999999999,115.1,115.66666666666666,114.60000000000001,88.3294,112.25,112.76666666666667,111.763,99.15,110.55,111.25,110.1
-2,58.2,116.85,117.2,116,67.83395,115.96666666666667,116.2,115.2,78.75,114.325,114.73333333333333,113.775,95.58185,111.675,112.3,111.31299999999999,102.6,109.95,110.7,109.55000000000001
-1.9,72,116.05000000000001,116.2,115.2,80.84039999999999,115.02,115.32000000000001,114.5,89.7,113.575,113.9,113.22500000000001,101.034,111.125,111.73333333333333,110.56299999999999,104.6,109.55,110.16666666666666,109.05
-1.8,85,115.275,115.4,114.30000000000001,92.046,114.275,114.24,113.56666666666666,97.1,112.9,113.23333333333333,112.3,104.135,110.48,111.03333333333333,110.09633333333333,105.83333333333334,109.16666666666667,109.45,108.75
-1.7,95.65,114.42,114.3,113.4,99.7498,113.56666666666666,113.4,112.7,102.65,111.96666666666667,112.4,111.83333333333333,105.835,110,110.55,109.563,106.25,108.66666666666666,109,108.25
-1.6,103,113.5,113.45,112.63333333333333,104.302,112.6,112.5,111.9,105.2,111.4,111.7,110.95,106.335,109.4,110.06666666666666,108.964,106.5,108.13333333333333,108.7,107.9
-1.5,106.7,112.5,112.6,111.76666666666667,106.453,111.825,111.9,111.25,106.45,110.7,110.93333333333334,110.23333333333333,106.636,108.8,109.35,108.464,106.7,107.6,107.94999999999999,107.225
-1.4,108.1,111.7,111.9,111,107.354,111.1,111.1,110.43333333333334,106.83333333333334,110.13333333333333,110.2,109.56666666666666,106.736,108.19999999999999,108.6,108.064,106.43333333333334,107.14999999999999,107.5,106.76666666666667
-1.3,108.2,110.9,110.8,110.36666666666666,107.554,110.2,110.03333333333333,109.7,107,109.23333333333333,109.4,108.8,106.736,107.5,108,107.364,106,106.45,106.96666666666667,106.325
-1.2,108.2,109.9,110.05000000000001,109.3,107.554,109.46000000000001,109.5,108.8,107,108.625,108.6,108.3,106.536,106.95,107.43333333333334,106.564,105.7,105.9,106.36666666666667,105.8
-1.1,107.95,109.2,109.15,108.5,107.554,108.35000000000001,108.4,108.16666666666666,106.8,107.83333333333334,107.8,107.44999999999999,106.035,106.625,106.8,106.19,105.4,105.5,105.75,105.30000000000001
-1,107.6,108.2,108.2,107.9,107.154,107.825,107.73333333333333,107.4,106.4,107.1,106.97999999999999,106.67999999999999,105.635,105.9,106.16666666666666,105.61500000000001,105.1,104.9,105.23333333333333,104.8
-0.9,106.86666666666667,107.15,107.425,106.8,106.453,107,106.94999999999999,106.55,105.8,106.5,106.55,105.95,105.135,105.3,105.5,104.94,104.75,104.5,104.4,104.35
